0,0,159.349,-4.30166,1115.1
5,1,627.059,321.798,722.954
7,0,1136.05,-725.494,738.576
2,1,574.506,75.1583,703.962
5,1,958.235,-682.584,752.27
2,1,1135.68,683.058,697.012
8,0,1392.96,-736.461,745.936
1,1,782.136,-592.704,770.497
2,1,881.087,646.825,757.043
2,1,906.083,-630.898,730.563
5,1,1135.11,653.819,668.502
2,1,951.091,-669.957,743.909
2,1,807.902,681.209,825.656
2,1,1013.67,-672.484,721.276
2,1,1056.11,650.192,685.87
2,1,1105.04,-674.894,695.83
2,1,885.868,-636.401,745.653
8,0,1187.45,-668.996,674.629
